sessionnum,roundnum,playerid,previouslytie,nowtie,playeraction,alteraction,otherD,act,break_,make,state,CC,DD
23,3,2306,1,1,D,C,0,0,0,,DC,0,0
23,3,2303,0,0,C,C,0,0,,0,CC,1,0
23,3,2310,0,1,D,C,0,1,,1,DC,0,0
23,3,2308,0,1,D,D,1,1,,1,DD,0,1
23,3,2325,0,0,C,D,1,0,,0,CD,0,0
23,3,2323,0,1,D,C,0,1,,1,DC,0,0
23,3,2307,0,1,C,C,0,1,,1,CC,1,0
23,3,2319,0,1,C,C,0,1,,1,CC,1,0
23,3,2304,0,0,D,D,1,0,,0,DD,0,1
23,3,2318,0,0,C,D,1,0,,0,CD,0,0
23,3,2306,1,1,D,D,1,0,0,,DD,0,1
23,3,2308,0,1,D,C,0,1,,1,DC,0,0
23,3,2325,0,0,C,D,1,0,,0,CD,0,0
23,3,2319,0,0,C,D,1,0,,0,CD,0,0
23,3,2304,0,1,D,C,0,1,,1,DC,0,0
23,3,2306,1,1,D,D,1,0,0,,DD,0,1
23,3,2308,0,1,D,C,0,1,,1,DC,0,0
23,3,2319,0,0,C,D,1,0,,0,CD,0,0
23,3,2306,0,1,D,C,0,1,,1,DC,0,0
23,3,2308,0,0,D,D,1,0,,0,DD,0,1
23,3,2319,0,0,C,D,1,0,,0,CD,0,0
23,4,2314,1,1,C,D,1,0,0,,CD,0,0
23,4,2306,1,1,D,C,0,0,0,,DC,0,0
23,4,2305,0,0,C,D,1,0,,0,CD,0,0
23,4,2320,1,1,D,C,0,0,0,,DC,0,0
23,4,2323,0,0,D,D,1,0,,0,DD,0,1
23,4,2302,1,1,D,C,0,0,0,,DC,0,0
23,4,2303,1,1,D,D,1,0,0,,DD,0,1
23,4,2318,1,1,D,C,0,0,0,,DC,0,0
23,4,2310,1,0,D,D,1,1,1,,DD,0,1
23,4,2308,1,1,D,C,0,0,0,,DC,0,0
23,4,2314,1,1,C,C,0,0,0,,CC,1,0
23,4,2302,1,1,D,D,1,0,0,,DD,0,1
23,4,2309,1,0,C,D,1,1,1,,CD,0,0
23,4,2306,1,1,D,D,1,0,0,,DD,0,1
23,4,2305,0,1,C,C,0,1,,1,CC,1,0
23,4,2320,1,0,D,D,1,1,1,,DD,0,1
23,4,2323,0,1,D,C,0,1,,1,DC,0,0
23,4,2322,1,0,C,D,1,1,1,,CD,0,0
23,4,2310,1,0,D,D,1,1,1,,DD,0,1
23,4,2318,0,0,D,C,0,0,,0,DC,0,0
23,4,2304,1,0,C,D,1,1,1,,CD,0,0
23,4,2314,1,1,C,C,0,0,0,,CC,1,0
23,4,2302,0,0,D,D,1,0,,0,DD,0,1
23,4,2320,1,1,D,C,0,0,0,,DC,0,0
23,4,2324,0,0,D,C,0,0,,0,DC,0,0
23,4,2305,0,1,C,C,0,1,,1,CC,1,0
23,4,2306,1,1,D,D,1,0,0,,DD,0,1
23,4,2323,0,0,D,D,1,0,,0,DD,0,1
23,4,2309,1,1,C,C,0,0,0,,CC,1,0
23,4,2322,1,0,C,D,1,1,1,,CD,0,0
23,4,2314,1,1,C,D,1,0,0,,CD,0,0
23,4,2310,0,1,D,D,1,1,,1,DD,0,1
23,4,2304,1,1,C,C,0,0,0,,CC,1,0
23,4,2318,0,1,D,D,1,1,,1,DD,0,1
23,4,2308,1,1,D,C,0,0,0,,DC,0,0
23,4,2320,0,0,D,D,1,0,,0,DD,0,1
23,4,2306,1,1,D,D,1,0,0,,DD,0,1
23,4,2314,0,0,C,D,1,0,,0,CD,0,0
23,4,2310,0,1,D,D,1,1,,1,DD,0,1
23,4,2309,1,0,C,D,1,1,1,,CD,0,0
23,4,2304,1,0,C,D,1,1,1,,CD,0,0
23,4,2308,1,1,D,C,0,0,0,,DC,0,0
23,4,2318,0,1,D,D,1,1,,1,DD,0,1
23,4,2307,1,1,C,C,0,0,0,,CC,1,0
23,4,2322,0,0,C,D,1,0,,0,CD,0,0
23,4,2325,1,0,D,D,1,1,1,,DD,0,1
23,4,2304,1,1,C,C,0,0,0,,CC,1,0
23,4,2309,1,1,C,C,0,0,0,,CC,1,0
23,4,2310,0,1,D,D,1,1,,1,DD,0,1
23,4,2308,0,1,D,C,0,1,,1,DC,0,0
23,4,2322,0,1,C,C,0,1,,1,CC,1,0
23,4,2304,0,0,C,D,1,0,,0,CD,0,0
23,4,2309,1,0,C,D,1,1,1,,CD,0,0
23,4,2325,1,0,D,D,1,1,1,,DD,0,1
23,4,2304,0,1,C,C,0,1,,1,CC,1,0
23,4,2307,0,0,C,D,1,0,,0,CD,0,0
23,4,2319,1,0,D,D,1,1,1,,DD,0,1
23,4,2322,0,0,C,D,1,0,,0,CD,0,0
23,4,2307,0,0,C,D,1,0,,0,CD,0,0
23,4,2319,0,0,D,D,1,0,,0,DD,0,1
23,4,2307,0,0,C,D,1,0,,0,CD,0,0
23,4,2325,0,1,D,D,1,1,,1,DD,0,1
23,4,2307,0,0,C,D,1,0,,0,CD,0,0
23,4,2325,0,1,D,D,1,1,,1,DD,0,1
23,4,2324,0,0,D,D,1,0,,0,DD,0,1
23,4,2319,0,0,D,D,1,0,,0,DD,0,1
23,4,2324,0,0,D,D,1,0,,0,DD,0,1
23,4,2324,0,0,D,D,1,0,,0,DD,0,1
23,4,2319,0,0,D,D,1,0,,0,DD,0,1
23,5,2306,1,1,D,D,1,0,0,,DD,0,1
23,5,2310,1,0,D,D,1,1,1,,DD,0,1
23,5,2320,1,1,D,C,0,0,0,,DC,0,0
23,5,2305,1,0,D,D,1,1,1,,DD,0,1
23,5,2303,1,0,C,C,0,1,1,,CC,1,0
23,5,2322,1,0,C,D,1,1,1,,CD,0,0
23,5,2325,1,0,C,D,1,1,1,,CD,0,0
23,5,2318,1,1,D,D,1,0,0,,DD,0,1
23,5,2304,1,1,D,C,0,0,0,,DC,0,0
23,5,2324,0,0,D,D,1,0,,0,DD,0,1
23,5,2305,1,0,D,D,1,1,1,,DD,0,1
23,5,2306,1,1,D,D,1,0,0,,DD,0,1
23,5,2307,1,0,C,D,1,1,1,,CD,0,0
23,5,2314,1,1,D,D,1,0,0,,DD,0,1
23,5,2323,1,0,D,D,1,1,1,,DD,0,1
23,5,2320,1,1,D,C,0,0,0,,DC,0,0
23,5,2309,1,0,C,D,1,1,1,,CD,0,0
23,5,2303,1,0,C,D,1,1,1,,CD,0,0
23,5,2318,1,1,D,D,1,0,0,,DD,0,1
23,5,2310,1,1,D,C,0,0,0,,DC,0,0
23,5,2304,1,0,D,D,1,1,1,,DD,0,1
23,5,2322,0,1,C,D,1,1,,1,CD,0,0
23,5,2302,1,0,D,D,1,1,1,,DD,0,1
23,5,2305,1,0,D,D,1,1,1,,DD,0,1
23,5,2320,0,0,D,D,1,0,,0,DD,0,1
23,5,2324,0,0,D,D,1,0,,0,DD,0,1
23,5,2307,1,0,C,D,1,1,1,,CD,0,0
23,5,2308,1,1,D,C,0,0,0,,DC,0,0
23,5,2303,1,0,C,C,0,1,1,,CC,1,0
23,5,2325,1,1,C,C,0,0,0,,CC,1,0
23,5,2314,1,1,D,D,1,0,0,,DD,0,1
23,5,2323,0,0,D,D,1,0,,0,DD,0,1
23,5,2309,1,1,C,C,0,0,0,,CC,1,0
23,5,2306,1,1,D,D,1,0,0,,DD,0,1
23,5,2310,0,0,D,C,0,0,,0,DC,0,0
23,5,2305,1,0,D,D,1,1,1,,DD,0,1
23,5,2302,0,1,D,D,1,1,,1,DD,0,1
23,5,2307,1,0,C,D,1,1,1,,CD,0,0
23,5,2303,0,0,C,D,1,0,,0,CD,0,0
23,5,2314,1,1,D,C,0,0,0,,DC,0,0
23,5,2325,0,0,C,D,1,0,,0,CD,0,0
23,5,2308,1,0,D,D,1,1,1,,DD,0,1
23,5,2323,0,0,D,D,1,0,,0,DD,0,1
23,5,2309,1,1,C,C,0,0,0,,CC,1,0
23,5,2310,0,1,D,C,0,1,,1,DC,0,0
23,5,2307,1,0,C,D,1,1,1,,CD,0,0
23,5,2302,0,1,D,C,0,1,,1,DC,0,0
23,5,2303,0,0,C,D,1,0,,0,CD,0,0
23,5,2314,1,0,D,D,1,1,1,,DD,0,1
23,5,2308,1,0,D,D,1,1,1,,DD,0,1
23,5,2307,1,0,C,D,1,1,1,,CD,0,0
23,5,2309,0,0,C,D,1,0,,0,CD,0,0
23,5,2303,0,0,C,C,0,0,,0,CC,1,0
23,5,2314,1,1,D,D,1,0,0,,DD,0,1
23,5,2325,0,1,C,C,0,1,,1,CC,1,0
23,5,2309,0,0,C,D,1,0,,0,CD,0,0
23,5,2308,1,0,D,C,0,1,1,,DC,0,0
23,5,2314,0,1,D,C,0,1,,1,DC,0,0
23,5,2309,0,0,C,D,1,0,,0,CD,0,0
23,5,2325,0,1,C,D,1,1,,1,CD,0,0
23,5,2314,0,1,D,C,0,1,,1,DC,0,0
23,5,2309,0,0,C,D,1,0,,0,CD,0,0
23,5,2314,0,1,D,D,1,1,,1,DD,0,1
23,5,2325,0,1,C,D,1,1,,1,CD,0,0
23,5,2319,0,0,C,D,1,0,,0,CD,0,0
23,5,2319,0,0,C,D,1,0,,0,CD,0,0
23,5,2319,0,1,C,C,0,1,,1,CC,1,0
23,5,2319,0,1,C,C,0,1,,1,CC,1,0
23,5,2319,0,0,C,D,1,0,,0,CD,0,0
27,1,2701,1,1,C,C,0,0,0,,CC,1,0
27,1,2718,0,0,C,D,1,0,,0,CD,0,0
27,1,2721,1,1,C,C,0,0,0,,CC,1,0
27,1,2730,0,1,C,D,1,1,,1,CD,0,0
27,1,2711,0,1,C,C,0,1,,1,CC,1,0
27,1,2714,1,1,D,C,0,0,0,,DC,0,0
27,1,2704,0,0,C,D,1,0,,0,CD,0,0
27,1,2724,1,1,C,C,0,0,0,,CC,1,0
27,1,2730,0,1,C,C,0,1,,1,CC,1,0
27,1,2718,0,1,C,C,0,1,,1,CC,1,0
27,1,2714,1,1,D,C,0,0,0,,DC,0,0
27,1,2712,1,1,C,C,0,0,0,,CC,1,0
27,1,2701,0,1,C,C,0,1,,1,CC,1,0
27,1,2711,0,1,C,C,0,1,,1,CC,1,0
27,1,2726,1,1,C,C,0,0,0,,CC,1,0
27,1,2730,0,1,C,C,0,1,,1,CC,1,0
27,1,2725,1,0,C,D,1,1,1,,CD,0,0
27,1,2703,1,1,C,C,0,0,0,,CC,1,0
27,1,2707,0,1,C,C,0,1,,1,CC,1,0
27,1,2732,1,0,D,D,1,1,1,,DD,0,1
27,1,2718,0,1,C,C,0,1,,1,CC,1,0
27,1,2714,0,0,D,C,0,0,,0,DC,0,0
27,1,2704,0,0,C,D,1,0,,0,CD,0,0
27,1,2721,1,1,C,C,0,0,0,,CC,1,0
27,1,2710,0,1,C,C,0,1,,1,CC,1,0
27,1,2728,1,0,C,D,1,1,1,,CD,0,0
27,1,2730,0,1,C,C,0,1,,1,CC,1,0
27,1,2711,0,1,C,C,0,1,,1,CC,1,0
27,1,2708,1,1,C,C,0,0,0,,CC,1,0
27,1,2731,0,1,C,C,0,1,,1,CC,1,0
27,1,2726,0,1,C,C,0,1,,1,CC,1,0
27,1,2717,0,1,C,C,0,1,,1,CC,1,0
27,1,2712,1,1,C,C,0,0,0,,CC,1,0
27,1,2718,0,1,C,C,0,1,,1,CC,1,0
27,1,2703,0,1,C,C,0,1,,1,CC,1,0
27,1,2704,0,0,C,C,0,0,,0,CC,1,0
27,1,2728,0,1,C,C,0,1,,1,CC,1,0
27,1,2723,0,1,C,C,0,1,,1,CC,1,0
27,1,2711,0,0,C,C,0,0,,0,CC,1,0
27,1,2715,0,1,C,C,0,1,,1,CC,1,0
27,1,2731,0,1,C,C,0,1,,1,CC,1,0
27,1,2732,0,0,D,D,1,0,,0,DD,0,1
27,1,2708,0,1,C,C,0,1,,1,CC,1,0
27,1,2726,0,1,C,D,1,1,,1,CD,0,0
27,1,2710,0,0,C,D,1,0,,0,CD,0,0
27,1,2704,0,0,C,C,0,0,,0,CC,1,0
27,1,2728,0,1,C,C,0,1,,1,CC,1,0
27,1,2717,0,1,C,C,0,1,,1,CC,1,0
27,1,2707,0,1,C,C,0,1,,1,CC,1,0
27,1,2725,0,1,C,C,0,1,,1,CC,1,0
27,1,2713,1,1,C,C,0,0,0,,CC,1,0
27,1,2724,0,0,C,D,1,0,,0,CD,0,0
27,1,2703,0,1,C,C,0,1,,1,CC,1,0
27,1,2732,0,1,D,C,0,1,,1,DC,0,0
27,1,2708,0,1,C,D,1,1,,1,CD,0,0
27,1,2728,0,1,C,C,0,1,,1,CC,1,0
27,1,2710,0,1,C,D,1,1,,1,CD,0,0
27,1,2721,0,1,C,C,0,1,,1,CC,1,0
27,1,2712,0,1,C,C,0,1,,1,CC,1,0
27,1,2713,1,1,C,C,0,0,0,,CC,1,0
27,1,2728,0,1,C,C,0,1,,1,CC,1,0
27,1,2715,0,1,C,C,0,1,,1,CC,1,0
27,1,2732,0,1,D,C,0,1,,1,DC,0,0
27,1,2724,0,1,C,C,0,1,,1,CC,1,0
27,1,2725,0,1,C,C,0,1,,1,CC,1,0
27,1,2700,1,1,D,C,0,0,0,,DC,0,0
27,1,2713,0,1,C,C,0,1,,1,CC,1,0
27,1,2712,0,1,C,C,0,1,,1,CC,1,0
27,1,2710,0,1,C,C,0,1,,1,CC,1,0
27,1,2713,0,1,C,D,1,1,,1,CD,0,0
27,1,2712,0,1,C,C,0,1,,1,CC,1,0
27,1,2725,0,1,C,C,0,1,,1,CC,1,0
27,1,2710,0,0,C,C,0,0,,0,CC,1,0
27,1,2702,0,0,D,D,1,0,,0,DD,0,1
27,1,2713,0,1,C,C,0,1,,1,CC,1,0
27,1,2715,0,1,C,C,0,1,,1,CC,1,0
27,1,2710,0,0,C,C,0,0,,0,CC,1,0
27,1,2713,0,1,C,C,0,1,,1,CC,1,0
27,1,2700,1,1,D,C,0,0,0,,DC,0,0
27,1,2713,0,1,C,C,0,1,,1,CC,1,0
27,1,2715,0,1,C,C,0,1,,1,CC,1,0
27,1,2713,0,1,C,C,0,1,,1,CC,1,0
27,1,2700,0,1,D,C,0,1,,1,DC,0,0
27,2,2713,1,1,C,C,0,0,0,,CC,1,0
27,2,2701,1,1,C,C,0,0,0,,CC,1,0
27,2,2731,0,1,C,C,0,1,,1,CC,1,0
27,2,2718,1,1,C,C,0,0,0,,CC,1,0
27,2,2728,0,1,C,C,0,1,,1,CC,1,0
27,2,2712,1,1,C,C,0,0,0,,CC,1,0
27,2,2715,1,1,C,C,0,0,0,,CC,1,0
27,2,2711,1,0,C,D,1,1,1,,CD,0,0
27,2,2732,1,0,C,C,0,1,1,,CC,1,0
27,2,2730,0,1,C,C,0,1,,1,CC,1,0
27,2,2731,0,1,C,C,0,1,,1,CC,1,0
27,2,2713,1,1,C,C,0,0,0,,CC,1,0
27,2,2708,1,1,C,C,0,0,0,,CC,1,0
27,2,2718,0,1,C,C,0,1,,1,CC,1,0
27,2,2701,1,1,C,C,0,0,0,,CC,1,0
27,2,2726,1,1,C,C,0,0,0,,CC,1,0
27,2,2728,0,1,C,C,0,1,,1,CC,1,0
27,2,2721,1,0,C,C,0,1,1,,CC,1,0
27,2,2704,1,1,C,C,0,0,0,,CC,1,0
27,2,2724,1,1,C,C,0,0,0,,CC,1,0
27,2,2725,1,1,D,C,0,0,0,,DC,0,0
27,2,2730,0,1,C,C,0,1,,1,CC,1,0
27,2,2715,1,0,C,D,1,1,1,,CD,0,0
27,2,2723,1,1,C,C,0,0,0,,CC,1,0
27,2,2712,0,1,C,C,0,1,,1,CC,1,0
27,2,2717,1,1,C,C,0,0,0,,CC,1,0
27,2,2713,0,0,C,D,1,0,,0,CD,0,0
27,2,2707,1,1,C,C,0,0,0,,CC,1,0
27,2,2711,0,0,C,C,0,0,,0,CC,1,0
27,2,2700,1,1,C,D,1,0,0,,CD,0,0
27,2,2701,1,1,C,C,0,0,0,,CC,1,0
27,2,2708,1,1,C,C,0,0,0,,CC,1,0
27,2,2732,0,1,C,C,0,1,,1,CC,1,0
27,2,2718,0,1,C,C,0,1,,1,CC,1,0
27,2,2728,0,0,C,D,1,0,,0,CD,0,0
27,2,2726,1,1,C,C,0,0,0,,CC,1,0
27,2,2704,0,1,C,C,0,1,,1,CC,1,0
27,2,2724,0,1,C,C,0,1,,1,CC,1,0
27,2,2721,1,0,C,D,1,1,1,,CD,0,0
27,2,2717,1,1,C,C,0,0,0,,CC,1,0
27,2,2728,0,1,C,C,0,1,,1,CC,1,0
27,2,2723,1,1,C,C,0,0,0,,CC,1,0
27,2,2711,0,1,C,C,0,1,,1,CC,1,0
27,2,2715,0,1,C,C,0,1,,1,CC,1,0
27,2,2726,0,1,C,C,0,1,,1,CC,1,0
27,2,2717,1,1,C,C,0,0,0,,CC,1,0
27,2,2708,0,1,C,C,0,1,,1,CC,1,0
27,2,2725,0,1,D,C,0,1,,1,DC,0,0
27,2,2728,0,1,C,C,0,1,,1,CC,1,0
27,2,2721,0,1,C,C,0,1,,1,CC,1,0
27,2,2711,0,0,C,C,0,0,,0,CC,1,0
27,2,2717,1,0,C,D,1,1,1,,CD,0,0
27,2,2708,0,1,C,C,0,1,,1,CC,1,0
27,2,2700,1,1,C,C,0,0,0,,CC,1,0
27,2,2707,0,1,C,C,0,1,,1,CC,1,0
27,2,2702,0,0,C,C,0,0,,0,CC,1,0
27,2,2703,1,0,C,C,0,1,1,,CC,1,0
27,2,2721,0,1,C,C,0,1,,1,CC,1,0
27,2,2700,0,1,C,C,0,1,,1,CC,1,0
27,2,2717,1,1,C,C,0,0,0,,CC,1,0
27,2,2703,1,1,C,C,0,0,0,,CC,1,0
27,2,2708,0,1,C,C,0,1,,1,CC,1,0
27,2,2711,0,1,C,C,0,1,,1,CC,1,0
27,2,2715,0,1,C,C,0,1,,1,CC,1,0
27,2,2700,0,1,C,C,0,1,,1,CC,1,0
27,2,2717,0,0,C,C,0,0,,0,CC,1,0
27,2,2703,0,1,C,C,0,1,,1,CC,1,0
27,2,2711,0,0,C,D,1,0,,0,CD,0,0
27,2,2700,0,1,C,C,0,1,,1,CC,1,0
27,2,2721,0,1,C,C,0,1,,1,CC,1,0
27,2,2725,0,0,D,C,0,0,,0,DC,0,0
27,2,2703,0,1,C,C,0,1,,1,CC,1,0
27,2,2711,0,0,C,C,0,0,,0,CC,1,0
27,2,2700,0,1,C,D,1,1,,1,CD,0,0
27,2,2724,0,1,C,C,0,1,,1,CC,1,0
27,2,2703,0,1,C,C,0,1,,1,CC,1,0
27,2,2715,0,1,C,C,0,1,,1,CC,1,0
27,2,2725,0,0,D,C,0,0,,0,DC,0,0
27,2,2707,0,1,C,C,0,1,,1,CC,1,0
27,2,2724,0,0,C,D,1,0,,0,CD,0,0
27,2,2725,0,0,D,C,0,0,,0,DC,0,0
27,2,2725,0,0,D,C,0,0,,0,DC,0,0
27,2,2710,1,0,C,C,0,1,1,,CC,1,0
27,3,2718,1,1,C,C,0,0,0,,CC,1,0
27,3,2711,1,0,C,C,0,1,1,,CC,1,0
27,3,2715,1,1,C,C,0,0,0,,CC,1,0
27,3,2708,1,1,C,C,0,0,0,,CC,1,0
27,3,2712,1,1,C,C,0,0,0,,CC,1,0
27,3,2728,1,1,C,C,0,0,0,,CC,1,0
27,3,2701,1,0,D,D,1,1,1,,DD,0,1
27,3,2714,1,1,D,D,1,0,0,,DD,0,1
27,3,2707,1,1,C,C,0,0,0,,CC,1,0
27,3,2711,1,0,C,D,1,1,1,,CD,0,0
27,3,2724,1,1,C,C,0,0,0,,CC,1,0
27,3,2721,1,0,C,D,1,1,1,,CD,0,0
27,3,2715,1,1,C,C,0,0,0,,CC,1,0
27,3,2718,1,1,C,C,0,0,0,,CC,1,0
27,3,2725,1,1,C,C,0,0,0,,CC,1,0
27,3,2726,1,0,C,D,1,1,1,,CD,0,0
27,3,2731,1,1,D,C,0,0,0,,DC,0,0
27,3,2712,1,1,C,C,0,0,0,,CC,1,0
27,3,2728,0,1,C,C,0,1,,1,CC,1,0
27,3,2714,0,1,D,C,0,1,,1,DC,0,0
27,3,2701,1,1,D,C,0,0,0,,DC,0,0
27,3,2711,0,0,C,C,0,0,,0,CC,1,0
27,3,2708,1,1,C,D,1,0,0,,CD,0,0
27,3,2731,0,0,D,C,0,0,,0,DC,0,0
27,3,2732,1,1,C,C,0,0,0,,CC,1,0
27,3,2718,0,1,C,C,0,1,,1,CC,1,0
27,3,2724,1,1,C,C,0,0,0,,CC,1,0
27,3,2712,1,1,C,C,0,0,0,,CC,1,0
27,3,2717,1,1,C,C,0,0,0,,CC,1,0
27,3,2707,1,0,C,D,1,1,1,,CD,0,0
27,3,2730,1,1,D,C,0,0,0,,DC,0,0
27,3,2701,1,1,D,C,0,0,0,,DC,0,0
27,3,2714,0,1,D,C,0,1,,1,DC,0,0
27,3,2721,0,1,C,C,0,1,,1,CC,1,0
27,3,2726,1,1,C,C,0,0,0,,CC,1,0
27,3,2731,0,0,D,D,1,0,,0,DD,0,1
27,3,2725,0,1,C,C,0,1,,1,CC,1,0
27,3,2708,1,1,C,C,0,0,0,,CC,1,0
27,3,2715,1,1,C,D,1,0,0,,CD,0,0
27,3,2732,0,0,C,C,0,0,,0,CC,1,0
27,3,2717,1,1,C,C,0,0,0,,CC,1,0
27,3,2711,0,0,C,C,0,0,,0,CC,1,0
27,3,2730,1,1,D,C,0,0,0,,DC,0,0
27,3,2724,0,0,C,D,1,0,,0,CD,0,0
27,3,2712,0,1,C,C,0,1,,1,CC,1,0
27,3,2731,0,1,D,C,0,1,,1,DC,0,0
27,3,2726,0,1,C,C,0,1,,1,CC,1,0
27,3,2715,1,1,C,C,0,0,0,,CC,1,0
27,3,2710,1,1,C,C,0,0,0,,CC,1,0
27,3,2730,1,1,D,C,0,0,0,,DC,0,0
27,3,2732,0,0,C,C,0,0,,0,CC,1,0
27,3,2711,0,0,C,C,0,0,,0,CC,1,0
27,3,2717,0,1,C,C,0,1,,1,CC,1,0
27,3,2713,1,1,C,C,0,0,0,,CC,1,0
27,3,2724,0,1,C,C,0,1,,1,CC,1,0
27,3,2707,0,0,C,D,1,0,,0,CD,0,0
27,3,2725,0,1,C,C,0,1,,1,CC,1,0
27,3,2723,1,1,C,C,0,0,0,,CC,1,0
27,3,2730,1,1,D,C,0,0,0,,DC,0,0
27,3,2715,1,1,C,C,0,0,0,,CC,1,0
27,3,2710,0,0,C,D,1,0,,0,CD,0,0
27,3,2717,0,1,C,C,0,1,,1,CC,1,0
27,3,2701,0,0,D,C,0,0,,0,DC,0,0
27,3,2713,1,1,C,C,0,0,0,,CC,1,0
27,3,2730,0,1,D,D,1,1,,1,DD,0,1
27,3,2715,0,1,C,C,0,1,,1,CC,1,0
27,3,2723,1,1,C,C,0,0,0,,CC,1,0
27,3,2724,0,1,C,C,0,1,,1,CC,1,0
27,3,2702,1,0,D,C,0,1,1,,DC,0,0
27,3,2723,0,1,C,C,0,1,,1,CC,1,0
27,3,2725,0,0,C,D,1,0,,0,CD,0,0
27,3,2717,0,1,C,C,0,1,,1,CC,1,0
27,3,2723,0,1,C,D,1,1,,1,CD,0,0
27,3,2702,0,0,D,C,0,0,,0,DC,0,0
27,3,2702,0,0,D,D,1,0,,0,DD,0,1
27,3,2702,0,0,D,D,1,0,,0,DD,0,1
27,3,2704,1,1,C,C,0,0,0,,CC,1,0
27,3,2704,1,1,C,C,0,0,0,,CC,1,0
27,3,2704,1,1,C,C,0,0,0,,CC,1,0
27,3,2700,0,1,D,C,0,1,,1,DC,0,0
27,3,2704,1,1,C,C,0,0,0,,CC,1,0
27,3,2700,0,1,D,C,0,1,,1,DC,0,0
27,3,2704,0,1,C,C,0,1,,1,CC,1,0
27,4,2732,1,0,D,C,0,1,1,,DC,0,0
27,4,2726,1,1,C,C,0,0,0,,CC,1,0
27,4,2700,0,1,C,C,0,1,,1,CC,1,0
27,4,2711,1,1,C,C,0,0,0,,CC,1,0
27,4,2724,1,1,C,C,0,0,0,,CC,1,0
27,4,2721,1,1,C,C,0,0,0,,CC,1,0
27,4,2728,1,1,C,C,0,0,0,,CC,1,0
27,4,2730,1,1,C,C,0,0,0,,CC,1,0
27,4,2723,1,1,C,C,0,0,0,,CC,1,0
27,4,2707,1,1,C,C,0,0,0,,CC,1,0
27,4,2714,1,1,D,C,0,0,0,,DC,0,0
27,4,2732,1,1,D,C,0,0,0,,DC,0,0
27,4,2702,1,0,C,C,0,1,1,,CC,1,0
27,4,2712,0,1,C,C,0,1,,1,CC,1,0
27,4,2725,1,0,D,D,1,1,1,,DD,0,1
27,4,2711,1,1,C,C,0,0,0,,CC,1,0
27,4,2726,1,1,C,C,0,0,0,,CC,1,0
27,4,2718,1,1,C,C,0,0,0,,CC,1,0
27,4,2710,1,0,C,C,0,1,1,,CC,1,0
27,4,2730,1,1,C,C,0,0,0,,CC,1,0
27,4,2723,1,1,C,D,1,0,0,,CD,0,0
27,4,2700,0,1,C,C,0,1,,1,CC,1,0
27,4,2701,1,0,C,C,0,1,1,,CC,1,0
27,4,2704,1,1,C,C,0,0,0,,CC,1,0
27,4,2731,0,1,D,C,0,1,,1,DC,0,0
27,4,2714,0,1,D,C,0,1,,1,DC,0,0
27,4,2713,1,1,C,C,0,0,0,,CC,1,0
27,4,2728,0,0,C,D,1,0,,0,CD,0,0
27,4,2732,0,0,D,C,0,0,,0,DC,0,0
27,4,2721,0,1,C,C,0,1,,1,CC,1,0
27,4,2707,1,0,C,D,1,1,1,,CD,0,0
27,4,2723,1,1,C,C,0,0,0,,CC,1,0
27,4,2710,1,0,C,C,0,1,1,,CC,1,0
27,4,2730,1,1,C,C,0,0,0,,CC,1,0
27,4,2712,0,1,C,C,0,1,,1,CC,1,0
27,4,2717,1,0,C,C,0,1,1,,CC,1,0
27,4,2702,0,0,C,D,1,0,,0,CD,0,0
27,4,2726,1,0,C,D,1,1,1,,CD,0,0
27,4,2725,1,1,D,C,0,0,0,,DC,0,0
27,4,2718,0,1,C,C,0,1,,1,CC,1,0
27,4,2715,1,0,C,D,1,1,1,,CD,0,0
27,4,2704,1,1,C,C,0,0,0,,CC,1,0
27,4,2701,1,0,C,C,0,1,1,,CC,1,0
27,4,2728,0,0,C,D,1,0,,0,CD,0,0
27,4,2714,0,1,D,C,0,1,,1,DC,0,0
27,4,2723,1,1,C,D,1,0,0,,CD,0,0
27,4,2702,0,0,C,C,0,0,,0,CC,1,0
27,4,2724,0,0,C,D,1,0,,0,CD,0,0
27,4,2710,0,1,C,C,0,1,,1,CC,1,0
27,4,2711,0,1,C,C,0,1,,1,CC,1,0
27,4,2717,0,1,C,C,0,1,,1,CC,1,0
27,4,2725,1,1,D,C,0,0,0,,DC,0,0
27,4,2704,1,1,C,C,0,0,0,,CC,1,0
27,4,2702,0,0,C,C,0,0,,0,CC,1,0
27,4,2701,1,0,C,D,1,1,1,,CD,0,0
27,4,2707,1,1,C,C,0,0,0,,CC,1,0
27,4,2721,0,1,C,C,0,1,,1,CC,1,0
27,4,2726,0,1,C,C,0,1,,1,CC,1,0
27,4,2714,0,1,D,C,0,1,,1,DC,0,0
27,4,2710,0,1,C,C,0,1,,1,CC,1,0
27,4,2724,0,1,C,C,0,1,,1,CC,1,0
27,4,2713,1,1,C,C,0,0,0,,CC,1,0
27,4,2704,1,1,C,C,0,0,0,,CC,1,0
27,4,2714,0,1,D,D,1,1,,1,DD,0,1
27,4,2726,0,1,C,C,0,1,,1,CC,1,0
27,4,2710,0,1,C,C,0,1,,1,CC,1,0
27,4,2713,1,1,C,C,0,0,0,,CC,1,0
27,4,2726,0,1,C,C,0,1,,1,CC,1,0
27,4,2707,0,1,C,C,0,1,,1,CC,1,0
27,4,2700,0,0,C,D,1,0,,0,CD,0,0
27,4,2704,0,1,C,C,0,1,,1,CC,1,0
27,4,2701,0,0,C,C,0,0,,0,CC,1,0
